Class,Glycine,Lactic acid,Pyruvic acid,Valine,Leucine1,Glycerol,Isoleucine,Leucine2,Malonic acid,Glycine2,Phosphate,Threonine1,Alanine,Threonine2,Succinic acid,Benzoic acid,Threitol,Malic acid,hydroxyproline1,Aspartic acid1,aminobutyric acid,Aspartic acid2,hydroxyproline2,Xylitol,Hydroxyglutaric acid,ethyl ester,Methionine,Creatinine,Putrescine,Hypotaurine,Glutamic acid,KA/AKA/T,Fructose,T/S/F1,S/A/M/G/G,T/S/F2,Glycerol3phoshate,A/M/G/G1,A/M/G/G2,A/M/G/G3,Citric acid,Acetylaspartic acid,Glucose,Scyllo-inositol,Lysine,S-I/M-I/I,Pantothenic acid,Tyramin/Tyrosine,Hexadecanoic acid,OA/SA/NA,Myo-Inositol-1-phosphate,a-l/l/M/c
HD2,0.99863982,3.205208871,0.03920732,0.009258942,0.29935835,0.215380632,0.306924774,0.190245844,0.502696162,0.31086494,3.239164765,0.110608441,0.053861192,NaN,0.033047164,0.018286991,0.115159323,0.017540496,0.067883821,0.071310093,0.020028802,0.041406912,0.153825699,NaN,NaN,0.031924162,0.046129105,0.011846814,NaN,0.016388681,2.154763254,0.001318484,NaN,0.804462026,0.122045609,0.327275595,0.064123631,0.009488578,0.001612773,0.001718057,0.047233758,0.003811325,0.002113928,0.005223888,0.364875142,0.861233713,0.001690261,0.097021676,0.029520104,0.148264085,0.006048786,0.01158526
HD2,1.007768971,1.392233133,0.009521721,NaN,0.04445733,0.035476919,0.043551014,NaN,0.489705142,0.147841834,4.746954602,0.014365391,0.018719505,NaN,0.009644861,0.007612645,0.02162756,0.00882947,0.038773064,NaN,NaN,NaN,NaN,0.006235596,NaN,0.024463278,NaN,NaN,0.023227615,0.011193286,0.295303176,0.001031266,0.004565218,0.117959814,0.021488404,0.043018718,0.033878379,0.059463872,0.024617476,0.011078968,0.02150285,0.003189406,0.033394233,NaN,NaN,0.470754588,0.001017821,NaN,0.023899977,0.130249134,0.001543164,0.000511675
HD2,0.878582469,2.116507698,0.040267567,NaN,0.113636287,0.070622398,0.12359207,0.020523723,0.58683585,0.173551665,2.031263098,0.032469823,0.028226822,0.008921509,0.02002723,0.016795431,0.046255885,0.017032448,0.065400372,0.023185291,0.007175764,NaN,0.032584713,0.014044808,0.007926445,0.02958395,NaN,NaN,0.063506471,0.01951575,1.036288558,0.002103753,0.008149533,0.349220124,0.05945432,0.124843254,0.053144726,0.096850644,0.012430904,0.018284235,0.027564489,0.00658431,0.009530127,0.005695403,NaN,0.748431721,0.001370194,0.004561012,0.026533801,0.144655831,0.013574175,NaN
HD2,1.011753427,3.493120246,0.056364285,0.011336605,0.27688019,0.207503587,0.346104192,0.168322338,0.523956854,0.310304833,6.621021717,0.11956545,0.080237089,NaN,0.000519062,0.027856849,0.134578906,0.018492126,0.071426875,0.073211085,0.018996632,NaN,0.150601898,0.029337696,0.013212625,0.027327981,0.046718991,0.013876145,0.156431049,0.020289286,2.738890056,0.001058371,NaN,0.956066666,0.141921821,0.410208245,0.066118355,0.007000865,0.001757162,0.001266845,0.054430103,0.005852722,0.001623933,0.006217034,NaN,0.977224815,0.001916115,0.086916841,0.034641906,0.200438737,0.004190795,0.011978946
HD2,0.892836202,1.399323575,0.010177944,NaN,NaN,0.038609368,NaN,NaN,0.4721506,0.133265089,8.811422758,0.009125563,NaN,NaN,0.011685782,0.011106445,NaN,0.008922826,0.034257511,NaN,NaN,NaN,NaN,0.009070139,0.004448185,0.02428402,NaN,NaN,NaN,0.007716185,0.069315981,NaN,0.00355055,0.141031568,0.026496061,0.056922268,0.021665815,0.076482755,0.033356434,0.018789871,NaN,NaN,0.045707312,0.003180345,NaN,0.351005552,0.001014583,NaN,0.029620236,NaN,NaN,0.001387674
HD2,0.341076398,1.58802645,0.017925332,NaN,0.067529336,0.038615039,NaN,NaN,0.494681273,0.131397578,5.797191784,0.013378951,NaN,NaN,NaN,0.010827485,NaN,0.012925327,0.048124094,NaN,NaN,NaN,NaN,0.00852108,NaN,0.024020025,0.007384789,0.001700119,0.083886012,0.012499949,0.207461531,0.000916778,0.005453556,0.162517389,0.031387394,0.064548534,0.037258871,0.068246582,0.009597785,0.016316621,0.018669488,NaN,0.009493442,NaN,NaN,0.503939458,0.001253446,0.008887867,0.030809969,0.125803168,0.005977523,0.001008601
A,0.924762979,1.860229732,0.008431388,0.004124131,0.114950369,0.061840019,0.13034106,0.015718722,0.343336542,0.187473325,3.508241518,0.0547989,NaN,NaN,0.02035221,0.013262792,0.037280519,0.014740119,0.078973789,0.017548642,0.006630476,NaN,0.052950574,0.010813665,0.022211112,0.029008734,0.009163605,NaN,0.134623891,0.035483134,0.747399271,0.000460731,0.002887556,0.163969159,0.030368204,0.065434993,0.062640572,0.016571978,0.007955692,0.003971515,0.012666061,NaN,0.011453512,0.007574179,0.010996585,1.2815243,0.00114047,0.016863065,0.032765692,0.143744228,0.001424799,NaN
A,0.90943196,1.502138535,0.009115574,0.003863196,0.077745671,0.050401566,0.083703221,0.011573479,0.46017977,0.11904867,3.378997493,0.037629968,NaN,NaN,NaN,0.009095549,0.027303573,0.017706364,0.091973389,0.010058751,0.00539887,NaN,0.028783769,0.012600442,0.031372663,0.028455727,NaN,NaN,0.090951358,0.034118118,0.356483831,0.001381939,0.003284327,0.136742462,0.030478652,0.0494862,0.053950767,0.033594747,0.0113178,0.007191561,0.011487527,NaN,0.015736653,0.005199393,NaN,0.797374021,0.000654702,0.007172983,0.029009554,0.141804293,0.002315441,0.00247335
A,0.902973186,1.248679176,0.008344423,0.003656953,0.163310345,0.038514622,0.145813898,0.014397807,0.41775994,0.151061266,3.836537569,0.072214898,NaN,NaN,NaN,0.009540949,0.027307879,0.007235052,0.067329699,0.014987994,NaN,NaN,0.059050835,0.007636737,0.00788847,0.030755621,0.013978474,NaN,0.11745069,0.01222786,0.728743688,NaN,0.003615973,0.168063455,0.031837546,0.063972514,0.028001456,0.202377691,0.083108056,0.044726618,0.008026583,0.000851313,0.119592156,NaN,0.00675745,0.893689959,0.000440514,0.022027676,0.033607901,0.142085802,NaN,NaN
A,0.902596022,1.617547429,NaN,NaN,0.079595362,0.052150982,0.07975419,0.005418274,0.483222151,0.10733735,NaN,0.033608083,NaN,NaN,0.019276492,0.011151567,0.031208665,0.022048827,0.06029861,0.012771381,NaN,NaN,0.02092575,0.013825221,0.032099924,0.028023623,0.004354073,0.002314333,0.069593271,0.026200213,0.251982406,0.001756369,0.003998346,0.169755798,0.031783699,0.066804965,0.039217319,0.135957691,0.048567058,0.029091401,0.013713806,0.002375854,0.066995541,0.005346745,NaN,0.611018762,0.000865453,0.004479418,0.030408405,0.142272475,0.003221931,0.001298636
A,0.932205837,1.847524595,0.010567816,0.003383675,0.121967948,0.067075847,0.130020792,0.017238988,0.507398294,0.188789093,3.453588605,0.05257824,0.012972051,0.005581635,NaN,0.009967601,0.036789789,0.017620514,0.08084176,0.016486866,0.009919218,NaN,0.054702742,0.013285946,0.032400406,0.029798665,0.009994895,0.005189771,0.144581874,0.036679414,0.869251486,0.001123857,0.002404081,0.202108657,0.049028349,0.070962472,0.067904311,0.046821098,0.018329808,0.009485101,0.013766212,NaN,0.026019581,0.012007376,NaN,1.611168901,0.000884533,0.015820249,0.02975824,0.136557838,0.001297776,0.001373787
A,0.922429794,1.611397258,NaN,0.002116612,0.103481221,0.067270757,0.106095693,0.012397944,0.449644981,NaN,7.578345593,0.042238154,NaN,NaN,NaN,0.008145637,0.031989831,0.006917938,0.059882414,0.015910648,0.005697502,NaN,0.043061519,0.007262044,0.010829382,0.031825143,NaN,NaN,0.101149049,0.023595459,0.470280052,NaN,0.002179519,0.141780716,0.023729628,0.057186894,0.043166746,0.011859502,0.003988323,0.002958006,0.00640551,0.001372816,0.005770119,0.00635631,0.005334599,1.175357455,0.000574355,0.014699836,0.030055281,0.127672602,0.001847441,0.000547489
A,0.971965338,2.303685039,0.011634997,0.002265355,0.117496734,0.086502812,0.102354176,0.009251717,0.455377757,0.092071372,5.358505919,0.040888936,NaN,NaN,0.027984722,0.010764156,0.047299702,0.004047759,0.088788484,0.018172904,NaN,NaN,0.031669174,0.008643235,NaN,0.031909493,NaN,NaN,0.049639567,NaN,0.295466335,NaN,NaN,0.25007879,0.040428609,0.099625258,0.002920493,0.006743633,0.002564067,0.001578275,0.010900935,NaN,0.003936721,0.000848717,0.008812409,0.256686233,0.001307672,0.013912061,0.029649678,0.15153491,NaN,0.003553739
A,0.915081262,1.388948933,0.005655509,0.001909288,0.080458173,0.041149889,0.081536181,NaN,0.486431854,0.100733186,3.548273961,0.03573011,0.020096473,NaN,0.013299249,0.011188021,0.022550657,0.003753152,0.047238275,0.005264053,0.002847142,NaN,0.021599312,0.003338104,NaN,0.031788713,NaN,NaN,0.04544804,0.007280071,0.177105731,NaN,0.001547504,0.105952131,0.019433278,0.040387719,0.019393968,0.01805232,0.010394288,0.003586435,0.00636763,NaN,0.016759807,0.005248405,NaN,0.796927007,0.000760294,0.002240597,0.027256685,0.12676035,0.001083416,NaN
A,0.996288203,3.030279956,0.02168168,NaN,0.189785905,0.124430994,0.188834662,0.003617104,0.387067207,0.154589317,7.754772184,0.063980299,NaN,NaN,NaN,0.013627457,0.065753273,0.006425091,0.0935952,0.030001593,NaN,NaN,0.062820803,0.012057755,0.009007775,0.042146843,NaN,NaN,0.082135863,NaN,0.608930038,NaN,NaN,0.394683589,0.062447647,0.175051844,0.009850841,0.010018483,0.00268487,0.002473992,0.015204939,0.000486936,0.003757663,0.001360346,0.02669665,0.403600458,0.001085316,0.035648594,0.054874106,0.29308998,0.000964411,0.006062662
A,0.932927433,1.388715312,0.002374389,NaN,0.070620279,0.042531646,0.080063785,0.006878781,0.48289981,NaN,10.32094746,0.032851311,NaN,NaN,0.015612885,0.008582559,0.021304865,0.012336148,0.064056542,0.010735634,0.005596452,NaN,0.027170354,0.00791991,0.020314302,0.032636723,0.00566865,NaN,NaN,0.030214495,0.381567776,0.001002913,0.001893747,0.083043906,0.017736678,0.031129994,0.055000319,0.023275604,0.020149548,0.005045104,0.007463166,0.001894574,0.028992856,0.006173421,NaN,0.996791852,0.000649305,0.00337753,0.031829036,0.143865275,0.001343044,0.000539095
A,0.956215398,2.25837853,NaN,0.007778322,0.199720157,0.105569336,0.216761967,0.021654509,0.500963151,NaN,9.892204688,0.073667968,0.042486881,0.018615647,0.025385308,0.009785071,0.045702527,0.009334344,0.041586277,0.022850676,0.009644186,NaN,0.090303357,0.010349475,0.016485437,0.027267231,NaN,NaN,NaN,0.036137067,1.518384403,NaN,NaN,0.260197993,0.050554935,0.09536319,0.066813303,0.009243406,0.003857662,0.001668972,0.016509241,0.001198101,0.005214856,0.010542231,0.023695131,1.388425182,0.001177588,0.028651441,0.027735309,0.12589401,0.001713216,0.001980066
A,0.924814248,2.071259211,0.007628351,NaN,0.072622823,0.065784345,0.078220554,0.003888737,0.471723918,0.10544517,3.482219924,0.027660152,NaN,NaN,0.027450594,0.009800667,0.031750738,0.004755356,0.06907979,0.012361958,NaN,NaN,NaN,0.008198003,NaN,0.029864065,0.003882631,NaN,0.026366562,NaN,0.160734684,NaN,NaN,0.154990654,0.026018404,0.064358893,0.003436413,0.002287083,0.000995598,NaN,0.008401633,NaN,0.002528763,NaN,NaN,0.18514436,NaN,0.004984349,0.032379708,0.138312676,NaN,0.001784634
A,1.015430816,2.61006617,0.013633929,0.003243474,NaN,0.104027938,0.121395523,0.012025475,0.50283237,0.103851849,9.108258383,0.049881618,NaN,NaN,0.032011754,0.012341263,0.047898549,0.004584815,0.080109321,0.020355633,NaN,NaN,0.036158627,0.011586898,0.007423471,0.030964439,0.009500113,NaN,0.049733244,NaN,0.484037609,NaN,0.003580936,0.315441765,0.050178557,0.128764758,0.008361847,0.008298672,0.002214546,0.001232004,0.012328444,0.000435068,0.003906774,0.000885474,0.006496474,0.333960063,0.000488046,0.014397984,0.037049437,0.166021787,NaN,0.004866758
A,0.980077689,2.372065334,0.013144683,0.003265925,0.12471179,0.084456077,0.150350423,0.01986337,0.530266921,0.149861023,3.169345921,0.05828977,0.024795611,NaN,0.025817519,0.010779356,0.040805847,0.021779674,0.073056883,0.021740628,NaN,NaN,0.052093561,0.019202149,0.04260442,0.028423633,NaN,0.00669573,0.113425306,0.042766949,0.785318673,0.001676798,0.003472897,0.240890211,0.048792282,0.090140132,0.084406509,0.066204213,0.020868285,0.011675863,0.018355844,0.003034612,0.030490175,0.008565551,0.009209263,1.157405792,0.001380761,0.017206475,0.032261354,0.13176585,0.001442773,NaN
A,0.902015095,1.787993139,0.003286622,NaN,0.069389115,0.049441464,0.059292531,0.003308602,0.473450733,NaN,3.068979459,0.027953785,0.02319409,NaN,NaN,0.009713092,0.025417711,0.003007785,0.046941775,0.005930921,NaN,NaN,NaN,0.004529357,NaN,0.028015967,NaN,NaN,0.016765221,NaN,0.150209773,NaN,NaN,0.155582383,0.023081467,0.063222638,NaN,0.005228084,0.001468393,0.001386735,NaN,NaN,0.002578094,0.001753382,NaN,0.169459107,NaN,0.000855215,0.028123816,0.126526043,NaN,0.002782691
A,0.951452862,1.945909659,NaN,0.004912678,0.115442216,0.050072473,0.129048118,0.005625321,0.51537179,0.024814539,2.412511068,0.061756121,0.02484848,NaN,0.014288147,0.008697061,0.02791818,0.01642358,0.080448228,0.012435334,NaN,NaN,0.03852722,0.011836586,0.030945543,0.029666652,0.009456347,NaN,0.098241131,0.031285618,0.430761939,0.001350905,0.003004435,0.115520671,0.028558839,0.039240106,0.072703176,0.032221043,0.01194142,0.005632503,0.012799607,NaN,0.015318653,0.008477119,NaN,1.145586029,0.000788428,0.005412145,0.026440852,0.143126597,NaN,NaN
A,0.919485161,1.821461366,0.01068446,0.003813025,NaN,0.061372538,NaN,0.015347983,0.508584524,0.130221188,2.867587998,0.057180102,NaN,NaN,0.019050382,0.011639041,0.032009046,0.008933778,0.0647133,0.017058174,0.006485797,0.002587996,0.047454276,0.010709489,0.019569504,0.024055855,NaN,0.005303124,0.080705605,0.02947069,0.541599274,0.000981373,0.00255203,0.1490871,0.029031243,0.05772065,0.051764634,0.019903675,0.009761338,0.003681369,0.010400135,0.001213936,0.013590879,0.005198087,NaN,0.885568327,0.000867114,0.008624571,0.025328384,0.120889979,0.001623603,0.000995016
A,0.955789505,0.566374313,0.031545653,0.008755255,0.22989795,0.180787035,0.20408224,0.063599537,0.47859235,0.14937395,3.52801433,0.111169907,NaN,0.011841005,NaN,0.019501698,0.091696548,0.008199534,0.12601271,0.038412127,NaN,0.022466517,0.098056002,0.021429023,0.017755444,0.034232178,0.033712837,0.005201351,0.088407829,0.002264545,1.403041984,NaN,0.005394903,0.530598044,0.08236783,NaN,0.012552297,0.008007627,0.002066088,0.001471745,0.019927485,0.001324971,0.004177396,0.003023326,0.044526492,0.517012721,0.001271278,0.043515591,0.032964437,0.149818711,NaN,0.006677272
A,0.961723137,2.273873995,0.010625972,NaN,NaN,0.080967009,0.111688756,0.014915015,0.462907379,0.089694279,3.655209538,NaN,NaN,0.000585384,NaN,0.010226545,0.047359779,0.004174123,0.079727798,0.026310564,NaN,NaN,0.043284447,0.009037699,0.007997928,0.032491723,0.014638879,NaN,0.052781053,NaN,0.399452897,NaN,0.003066176,0.241269892,0.037233569,NaN,NaN,0.012548555,0.004945321,0.00248046,0.010537954,NaN,0.007925175,NaN,0.015580661,0.262564207,NaN,0.013844297,0.030825752,0.138453476,NaN,0.004183548
A,0.961464706,0.516984204,0.032975043,0.008491428,0.181072394,0.164945514,0.182630172,0.072772704,0.4941986,0.150180871,3.459513552,0.097504924,NaN,0.016215925,NaN,0.016948704,0.087146101,0.008677256,0.088482544,0.045115936,NaN,0.027530249,0.095003459,0.018564065,0.017718151,0.032399174,0.030810169,0.006183923,0.096487504,NaN,1.446690092,0.000558622,0.005844371,0.569676827,0.088471852,0.230179942,0.011008612,0.008634656,0.002532059,0.001752609,0.019579948,0.000844388,0.003701701,0.002812358,0.042125247,0.575225745,0.002085896,0.042037812,0.030987093,0.149628117,NaN,0.007087964
A,1.037318584,1.308933545,0.003556376,0.001552352,NaN,0.038064298,0.067910884,NaN,0.417696892,NaN,5.710344995,0.032167832,0.011171335,NaN,0.012477296,0.048509914,0.015990119,0.015599354,0.057775792,NaN,0.00497136,NaN,0.023492991,0.009914608,0.026716873,0.045294232,NaN,NaN,0.076472808,0.028445925,0.287992155,NaN,0.002438063,0.055838064,0.010967033,0.015111797,0.058904939,0.012571141,NaN,NaN,0.005908978,NaN,0.020821685,NaN,NaN,0.963065502,0.000897622,0.0007187,0.039879242,0.192320848,NaN,NaN
A,0.966587595,2.152728227,0.008788347,0.001286854,0.088831332,0.070227306,0.076652282,0.00776765,0.491057697,NaN,3.4910227,0.040035854,0.028045475,NaN,0.027640849,0.01310738,0.037422155,0.003520376,0.053913389,0.015198834,NaN,NaN,0.028918667,0.006564405,0.005637493,0.024422718,0.007344946,NaN,NaN,NaN,0.544462833,NaN,0.002453973,0.211237136,0.033515324,0.085144749,0.003226694,0.006462257,0.001785322,0.000999308,NaN,NaN,0.003129191,0.000944449,0.004806755,0.225649979,0.001071242,0.004936652,0.023122639,0.109936679,NaN,0.002347126
A,0.909335856,2.30193872,0.007741128,NaN,0.105770413,0.090885981,0.10539596,0.008773929,0.446091147,0.092466746,6.640811815,0.032197788,0.022783872,NaN,0.027833755,0.011196476,0.048010542,0.005069434,0.059755275,0.015103434,NaN,NaN,NaN,0.009701406,NaN,0.031055232,0.01608439,NaN,0.024369906,NaN,0.246551193,0.000617286,NaN,0.322542128,0.047054405,0.143020138,NaN,0.034688893,0.008128432,0.006903055,0.010682711,NaN,0.013722494,0.001209238,NaN,0.292397189,0.001019062,0.004826737,0.035949463,0.213119168,NaN,0.00589561
A,1.032127665,2.016675977,0.009025007,NaN,0.079354882,0.06725349,0.091194878,NaN,0.362992677,0.186264378,5.527221721,0.033133891,0.014783806,NaN,0.018523427,0.116592577,0.029422098,0.010787402,0.045393017,0.008097465,NaN,NaN,NaN,0.010241735,0.022488965,0.055586321,NaN,NaN,NaN,0.021359567,0.325806588,NaN,NaN,0.133302897,0.026877866,0.055223779,0.03865798,0.037797836,NaN,0.007675511,0.008096354,0.001073024,0.029829377,0.007069693,NaN,1.097675156,0.000470673,NaN,0.026547039,0.116710381,NaN,NaN
A,0.876856696,1.451492766,NaN,0.001640277,NaN,0.044823564,0.0668686,NaN,NaN,0.124172313,4.580313488,0.021492675,0.011022875,NaN,0.012945223,0.007593711,0.02141555,0.010994206,0.053174878,0.007126989,NaN,NaN,NaN,0.010576617,0.023496122,0.023987585,NaN,NaN,NaN,0.024908052,0.340491106,0.000767664,0.002105721,0.110855416,0.026981986,0.038017496,0.052348252,0.017299683,0.004179565,0.003092672,0.009687244,0.001201068,0.005353545,NaN,NaN,0.82397481,NaN,NaN,0.023517126,0.122104846,0.001518197,0.001231699
A,0.897434896,1.612403656,0.014212324,NaN,0.116942484,0.042343701,0.107533449,NaN,0.479577353,0.139594147,3.103479779,0.047883561,NaN,NaN,NaN,0.009759392,0.033177851,0.009228595,0.057861906,0.008715914,NaN,NaN,NaN,0.00844963,0.012810827,0.022425079,0.010224336,NaN,NaN,0.012510437,0.295257594,NaN,0.008020819,0.186325377,0.035238367,NaN,0.038408565,0.231269158,0.097768579,0.052940061,0.012930038,NaN,0.150515991,NaN,NaN,0.91696394,0.001219801,0.005147801,0.024547615,0.119644687,0.001784389,0.001588618
A,0.929999194,2.285471547,0.013548144,0.004178829,0.129911944,0.085245538,0.123650935,0.064347753,0.439784245,0.204527687,1.907531237,0.03435923,0.025009847,0.058847609,NaN,0.013663187,0.038837528,0.014658496,0.046315657,0.017746623,0.007727048,NaN,0.05385965,0.01537725,0.021530475,0.021402103,0.017229934,NaN,0.060306961,0.043360819,1.699777545,0.000785551,0.006495452,0.293895309,0.061559165,0.098574578,0.067797952,0.022134908,0.006296881,0.003624688,0.010715879,0.002635301,0.006234469,NaN,NaN,1.334377269,0.000964476,0.010381009,0.024669138,0.149027153,0.009607203,0.001387358
A,0.933361789,1.68970489,0.006245918,NaN,0.103087069,0.065667182,NaN,NaN,0.521104277,0.121764068,5.520146754,0.037209409,NaN,NaN,NaN,0.011674488,0.037170421,0.013580615,0.054950164,NaN,NaN,NaN,NaN,0.012276451,0.027076151,0.032259611,0.01151174,0.001612543,0.097260554,0.023885338,0.360996695,0.000894821,0.012988063,0.254855573,0.050331304,0.10540037,0.071317938,0.166085068,0.041203173,0.037949107,0.012561119,NaN,0.058753362,0.007958304,0.00730634,1.28084985,0.001261244,0.014724846,0.036773169,NaN,0.000914266,NaN
A,0.913756755,1.50998186,NaN,NaN,0.093298194,0.057040678,NaN,NaN,0.480017292,0.15062633,5.37202855,0.03470548,0.011279148,NaN,NaN,0.011064941,0.028434049,0.015520421,0.054013423,NaN,0.009206376,NaN,NaN,0.011421312,0.029645853,0.034997706,0.010747864,NaN,0.098346129,0.030506162,0.343992202,0.000894605,NaN,0.11389574,0.025448042,0.047262589,0.081119333,0.012239393,0.005932112,0.002453393,0.009525034,0.00156945,0.009296379,0.009426177,NaN,1.245997977,0.001204156,0.01277569,0.036999635,0.144031574,NaN,0.00125795
A,0.974690858,2.343080155,NaN,NaN,0.227029444,0.10138068,0.263549324,0.017609864,0.52221684,0.22778343,5.78487881,0.099275044,0.050507438,NaN,NaN,0.011002071,0.048934979,0.010624552,0.04862043,0.022950218,NaN,NaN,NaN,0.012241882,0.018009038,0.026534097,0.030639789,NaN,0.173736286,0.03000682,1.716836803,0.000659907,NaN,0.300338766,0.064179046,0.116279876,0.08208159,0.061865416,0.021921022,0.013125046,0.015343127,0.000986968,0.035436382,0.022754968,0.023603292,1.486404198,0.001287311,0.03548089,0.0390114,0.140593717,NaN,0.002005644
AD1,0.9099414,1.877289604,0.008997456,NaN,0.113120956,0.065533098,0.116685205,0.014958272,0.433705172,0.167461917,3.270459879,0.049460334,NaN,NaN,NaN,0.009487372,0.034502692,0.006618745,0.050188799,0.016344195,0.004649837,NaN,0.04617938,0.008073371,0.010631749,0.03108018,0.009457051,NaN,0.110305822,0.021087655,0.676330044,NaN,0.00189286,0.182713377,0.030928511,0.073299089,0.041730956,0.004676057,0.002209539,0.001733727,0.011407755,NaN,0.003334247,0.006710601,0.009302928,1.282175351,0.000650253,0.019557746,0.033044707,0.141644464,0.001499423,NaN
AD1,0.91258435,1.704637294,0.004839973,NaN,0.097153688,0.052307052,0.071499514,0.0157345,0.310522071,0.189063194,5.899156489,0.039656159,0.018952903,0.002245411,NaN,0.005790791,0.029049722,0.010872176,0.041089849,0.013001136,0.00427685,NaN,0.045558648,0.010295012,0.014360654,0.022617372,NaN,NaN,0.114956777,0.024847612,0.596748278,0.000848656,NaN,0.155541966,0.037031245,0.058407831,0.03972594,0.035072707,NaN,0.007976499,0.010508295,NaN,0.023633412,0.006628363,0.005601795,1.163336741,0.001482486,0.016085664,0.023429125,0.10251948,0.001589482,NaN
AD1,0.935916497,1.340216839,NaN,NaN,0.084494411,0.038282231,0.092789517,NaN,NaN,0.145234378,4.380736801,NaN,0.02603463,NaN,0.010614375,0.007459671,0.020613769,0.010604741,0.049662788,0.006466331,0.003646045,NaN,0.023426502,0.007686483,0.021374967,0.031843809,NaN,NaN,0.066659682,0.022224353,0.209475436,NaN,NaN,0.066391307,0.02036601,0.023317298,0.06651837,0.013404034,0.009230108,0.002373236,0.00888152,NaN,0.009978773,0.008838049,NaN,1.354292993,NaN,0.004730473,0.02955404,0.139309119,0.001153168,NaN
AD1,0.970984567,2.360302096,0.01396663,0.003654165,0.147656308,0.091988655,0.143036306,0.018685004,0.459966332,0.14469326,NaN,0.062449773,NaN,NaN,0.02833058,0.011352625,0.050091809,0.009885411,0.097963159,0.024136674,0.0060789,NaN,0.058460931,0.012955086,0.0185662,0.041409852,0.017715017,0.004881689,0.089772164,0.016003587,0.795728528,0.000805411,NaN,0.243670554,0.044138066,0.099533303,0.046144556,0.024783828,0.009144433,0.00425342,0.012697733,NaN,0.016327615,0.00377177,0.022928567,0.802988148,0.000525821,0.027980132,0.033162887,0.144268113,0.002486384,0.003953223
AD1,0.922435858,1.549639033,0.003076421,0.00287267,0.089207552,0.044224784,0.097823921,0.005630276,0.424837803,0.156324461,6.376672674,0.035942467,NaN,NaN,NaN,0.008167019,0.025377091,0.013698264,0.060456952,0.01031839,0.005065997,NaN,0.029324443,0.011753349,0.024802252,0.034356371,NaN,NaN,0.083025368,0.034676578,0.382703521,0.00067736,NaN,0.072056965,0.01740813,0.027774696,NaN,0.012222991,0.01077252,0.002789975,0.009207157,0.001041646,0.018242064,0.006482392,NaN,0.944332634,NaN,0.010117772,0.033549401,0.150536288,0.002305604,NaN
AD1,0.904881437,1.083661298,NaN,NaN,0.046062164,0.028573457,0.045799029,0.000920621,NaN,0.098311302,5.209097913,0.018593358,NaN,NaN,0.009441894,0.006569282,0.015045506,0.007563672,0.041425722,0.003113967,NaN,NaN,NaN,0.006047064,0.014694433,0.024054814,NaN,NaN,0.019574351,0.015479954,0.089953529,0.000606573,0.001658763,0.043078872,0.010652679,0.015634123,0.040592209,0.007095347,0.004115737,0.001036206,NaN,NaN,0.007662302,NaN,NaN,0.648340967,NaN,NaN,0.026753669,0.120037775,NaN,NaN
AD1,0.948844209,2.175990541,NaN,0.00344081,0.113314693,0.058699284,0.118048337,NaN,0.513404955,0.150621458,10.1932949,0.046626599,0.017162974,NaN,0.017872714,0.013660325,0.0319785,0.0176952,0.06175561,0.013036138,0.004106095,NaN,0.03548545,0.013510459,0.029847832,0.030378434,0.012259757,NaN,0.098174341,0.025640275,0.500151026,0.001590993,0.004540235,0.186757925,0.041480347,0.064920653,0.067635076,0.080903995,0.024628356,0.01554001,0.01669035,0.001151374,0.029105841,0.010688101,NaN,1.19202356,0.000630444,0.013974157,0.027752487,0.123002767,0.001286944,0.00209966
AD1,0.969622251,0.596691777,0.030570066,0.009729893,0.237637382,0.181795882,0.207441461,0.057505891,0.507010227,0.170039552,3.812260327,0.100308367,NaN,0.012425592,0.050748156,0.017270742,0.091720651,0.010972303,0.151596172,0.04887969,NaN,0.015271411,0.096977186,NaN,0.014430729,0.03593671,0.044716368,0.008562789,0.114275467,0.005964337,1.500057554,0.000575163,0.006758873,0.565060271,0.089759784,0.237810724,0.022580534,0.017741766,0.004330068,0.003074515,0.022985854,0.00131698,0.008475458,NaN,0.055233546,0.634418683,0.001330281,0.058441797,0.034848134,0.148100546,0.001420375,0.008883378
AD1,0.978378335,2.519071124,0.01689003,NaN,0.146566086,0.109199859,0.120414027,0.083897783,0.388365145,0.176794458,3.90065938,0.060336122,NaN,NaN,NaN,0.008571619,0.049513045,0.009691422,0.09110423,0.025890637,0.006535058,NaN,0.061829396,NaN,0.013237967,0.027359228,0.029416263,0.005978961,0.10292886,0.01528611,0.674546184,NaN,NaN,0.280667938,0.05078242,0.119682816,0.041986471,0.025446504,0.010633138,0.004947685,0.015120231,0.001651797,0.015721664,0.004215892,0.019668303,0.774025276,0.001111291,0.042084463,0.028638379,0.111955988,NaN,0.004039593
AD1,0.925933641,1.241431232,0.005619331,NaN,0.059046208,0.038316839,0.053707529,0.002623727,0.504461253,0.104281561,6.240368937,0.021316217,NaN,NaN,0.012855062,NaN,0.020021899,0.02269739,0.068610388,0.00818878,NaN,NaN,NaN,0.012562427,0.028588706,0.027893645,NaN,NaN,0.037619211,0.023567343,0.154535862,NaN,0.003250251,0.061583584,0.014672107,0.023906266,0.048697928,0.024936801,0.017191454,0.004919782,0.00881598,0.001878036,0.028100788,NaN,NaN,0.602997245,0.001382342,NaN,0.028723696,0.119681926,0.001501522,NaN
